0,0
6,8
-5,-7
8,-9
-1,8
0,0
0,0
9.6,8.4
0.2,-3.8
-7,-6.9
3.4,9.7
0,0
0,0
-9.6,8.2
-0.2,-7
7,-6.1
-3.4,9.8
0,0
0,0
-6.4,5.6
-1.1,-9.6
4.7,8.7
-8.9,9.8
0,0
0,0
-9.6,8.2
-0.2,-7
7,-6.1
-3.4,9.8
0,0
0,0
-6.4,5.6
-1.1,-9.6
4.7,8.7
-8.9,9.8
0,0
0,0
-9.9,8.2
-3.6,-7
-8.6,-6.1
5.1,9.8
0,0
